PC1,PC2,PC3,cluster,album_name,artist
2.496055230705828,1.0718089344562256,-0.4642506999946126,1,Kiss,Carly Rae Jepsen
0.5876004420021497,0.44025443311376133,1.578564887281236,3,Late Registration,Kanye
1.207734653759435,6.320881098468422,-1.70203957417664,1,Live At The Hollywood Bowl,The Beatles
0.33884113358537754,-0.4849720619453798,0.7828086478724303,3,Lover,Taylor Swift
-0.9853503798395835,-1.4017075376151755,1.0334731375870951,3,Melodrama,Lorde
0.7673854422655066,-1.1633164122314634,0.8727454443316063,3,More Life,Drake
0.7031416018481724,-0.15310870382600594,-2.1392732389896274,2,My Beautiful Dark Twisted Fantasy,Kanye
0.31560544453804146,-0.37170682869921245,0.41449202671472785,3,My Everything,Ariana Grande
1.117405990065623,-2.324009351215869,0.8843764923286492,3,Nothing Was The Same,Drake
1.2787816959581633,-0.1771950353520914,-1.576941473250237,2,Number 1 Angel,Charli XCX
-2.5013015230103925,1.4286664919133398,2.2563981702870444,4,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel
1.0307790613261314,-0.8018721585703847,-0.65281491693356,2,Pop 2,Charli XCX
0.47791426487744687,0.14020250012525498,0.6716431877077184,3,Positions,Ariana Grande
-1.4341496918296235,-1.1965659074886772,-0.6018615273294938,2,Pure Heroine,Lorde
-0.8718735958811056,-0.2539068364648863,-1.3773053270362794,2,Red,Taylor Swift
0.7236138680238335,-1.352503314127859,-0.3985243275227642,2,reputation,Taylor Swift
0.25843273966732777,-1.305900947718763,0.7507024928188977,3,Scorpion,Drake
0.4423067458890418,-0.5543337917267995,-0.3730586334614651,2,So Far Gone,Drake
0.796713254711164,-0.6987783067904396,-2.9928800512498612,2,Speak Now,Taylor Swift
3.0279149441923177,1.4244543752114083,-0.9599855141072411,1,SUCKER,Charli XCX
0.937559609553893,-0.2534738034649728,1.1221159060339219,3,Sweetener,Ariana Grande
-0.08556839924296117,-1.1879652960820142,-0.9767173407985741,2,Take Care,Drake
0.4982244045042297,-0.5578923161037439,-0.8443766483941253,2,Taking The Long Way,The Chicks
1.0749216026647148,0.10039865669863955,-0.8484475689358295,2,Taylor Swift,Taylor Swift
1.6514090691342906,-0.829234553574553,0.03174309884268772,3,Thank Me Later,Drake
-0.10664652654181384,-0.4336982423936616,1.0046112216435459,3,"thank u, next",Ariana Grande
-1.9967548262443782,1.6374703813420157,0.4199352711580801,4,The Beatles,The Beatles
0.9142548696968992,1.096874732175274,2.0379026956200486,3,The College Dropout,Kanye
-3.596750294974321,1.7778059157099841,1.3083392273097916,4,The Graduate,Simon & Garfunkel
0.846084578260248,-0.2052666087184469,1.7048725433741987,3,The Life Of Pablo,Kanye
1.0619348315909205,1.3365864652844355,-1.9485599401828617,1,True Romance,Charli XCX
-0.13147683101309765,-0.07761274378684667,1.1473807640468778,3,Tug of War,Carly Rae Jepsen
-0.01887817804572567,-1.2575371544010712,-0.32941653300936685,2,Views,Drake
-0.6394845283464641,-0.02189434451255523,-1.8089886776354058,2,"Wasteland, Baby!",Hozier
1.654972861870685,-0.030888225404076017,-0.3620720759052472,1,Watch The Throne,Kanye
-3.93366948722644,1.7214737255984893,0.5314377265533856,4,"Wednesday Morning, 3 A.M.",Simon & Garfunkel
0.8368866511271302,-2.3316124884463676,-0.05537804188058996,3,What A Time To Be Alive,Drake
1.0201986770899405,0.3240263934431595,-0.7477035343970704,1,Wide Open Spaces,The Chicks
0.7161770792857778,-1.7131864750510555,1.30020135409914,3,ye,Kanye
0.8339456293512377,-1.0551408873832566,-0.9290274140454882,2,Yeezus,Kanye
0.5310175499064947,2.2431781268076967,0.06259105482987277,1,Yellow Submarine Songtrack,The Beatles
1.6354503398436835,1.0149808165450798,-0.1532459933190787,1,Yours Truly,Ariana Grande
